dataset,seed,n,phi_dim,method,cate_learner,outcome_source,ate_calibration,observed_ate,raw_tau_hat_mean,train_tau_hat_mean,standardized_representation,cate_feature_dim,tau_true_mean,tau_true_std,tau_hat_mean,tau_hat_std,pehe,pehe_norm,pearson,spearman,policy_norm_20
semisynthetic_true_phi10,0,100,10,encoder_pred,econml_dml,True,none,0.0799999833106994,0.030353056428108,0.0263890114303722,True,10,0.08481841,0.13307382,0.030353056428108,0.285046324796086,0.2819374898437074,2.118654791142013,0.2957615577566321,0.4742347415621016,0.3902762974491126
semisynthetic_true_phi10,0,100,10,mi_mine_cond,econml_dml,True,none,0.0799999833106994,0.0081084000397205,0.0159851692365056,True,10,0.08481841,0.13307382,0.0081084000397205,0.201636303206154,0.2148138173137327,1.6142454964309276,0.3373759533330265,0.5594919087273417,0.5086744716480933
semisynthetic_true_phi10,0,100,10,mi_infonce_cond,econml_dml,True,none,0.0799999833106994,0.0408587949099555,0.0773767716074109,True,10,0.08481841,0.13307382,0.0408587949099555,0.2912835052132169,0.2960205421743189,2.224483662324395,0.2174670736664374,0.3687073282418238,0.3597509890491065
semisynthetic_true_phi10,0,100,10,autoencoder,econml_dml,True,none,0.0799999833106994,0.0204366003052653,0.0096467868649613,True,10,0.08481841,0.13307382,0.0204366003052653,0.2255270535732632,0.2464917560984731,1.8522933588028268,0.1992207415049145,0.361354400484075,0.2533525505811316
semisynthetic_true_phi10,0,100,10,pls,econml_dml,True,none,0.0799999833106994,0.0009116412043425,-0.0049105029635806,True,10,0.08481841,0.13307382,0.0009116412043425,0.3500406128546105,0.3411199631256629,2.563388943524365,0.3318351667952383,0.5178177762551436,0.5002369001589501
semisynthetic_true_phi10,0,100,10,pca,econml_dml,True,none,0.0799999833106994,0.0423368074537656,0.024454223415188,True,10,0.08481841,0.13307382,0.0423368074537656,0.308113065753574,0.3211895930543642,2.4136196664261043,0.1376066350478483,0.3501252450745379,0.3294063610706214
semisynthetic_true_phi10,0,100,10,ica,econml_dml,True,none,0.0799999833106994,0.0201696581035257,-0.0080791167862851,True,10,0.08481841,0.13307382,0.0201696581035257,0.2921459190989107,0.2970597499648563,2.2322929202050505,0.2442685686608465,0.4930475015366035,0.3678126425048485
semisynthetic_true_phi10,0,100,10,raw_x,econml_dml,True,none,0.0799999833106994,0.1781770896088391,0.0566401640156857,True,205,0.08481841,0.13307382,0.1781770896088391,1.0690624042329646,1.0680626935240238,8.02609168482395,0.1003800986658506,0.0822531943836328,0.1804506682178527
semisynthetic_true_phi10,0,250,10,encoder_pred,econml_dml,True,none,0.1334276795387268,0.1479497239805438,0.1468360236918358,True,10,0.08481841,0.13307382,0.1479497239805438,0.1386102315741822,0.1747812944684832,1.3134160594709563,0.2807882909103066,0.4075748983483788,0.3849245209679859
semisynthetic_true_phi10,0,250,10,mi_mine_cond,econml_dml,True,none,0.1334276795387268,0.1236581421998513,0.1346431213715178,True,10,0.08481841,0.13307382,0.1236581421998513,0.1764627545565697,0.2162176586215383,1.6247948388203846,0.0767844964676626,0.2676955828709336,0.2165984114482487
semisynthetic_true_phi10,0,250,10,mi_infonce_cond,econml_dml,True,none,0.1334276795387268,0.127592051998109,0.1246173974966194,True,10,0.08481841,0.13307382,0.127592051998109,0.1542669604217335,0.1986483541780359,1.4927680868730158,0.0943877788656586,0.2507856726475784,0.2319059887424833
semisynthetic_true_phi10,0,250,10,autoencoder,econml_dml,True,none,0.1334276795387268,0.1416431521078723,0.141366950418827,True,10,0.08481841,0.13307382,0.1416431521078723,0.2491371325816752,0.2652117737814769,1.9929672903766145,0.1910759043995123,0.367072920768031,0.2728302030214272
semisynthetic_true_phi10,0,250,10,pls,econml_dml,True,none,0.1334276795387268,0.1631367736675647,0.1617307953181198,True,10,0.08481841,0.13307382,0.1631367736675647,0.1799155003232689,0.2210166969938782,1.66085781734115,0.1537800212454783,0.3409043718316606,0.2148524049104235
semisynthetic_true_phi10,0,250,10,pca,econml_dml,True,none,0.1334276795387268,0.1264615064329823,0.1212822717999162,True,10,0.08481841,0.13307382,0.1264615064329823,0.2181161350209892,0.244019716538373,1.8337169060550849,0.1287110298053045,0.3648269807034924,0.2132587548490758
semisynthetic_true_phi10,0,250,10,ica,econml_dml,True,none,0.1334276795387268,0.1322509469984247,0.1268845402939135,True,10,0.08481841,0.13307382,0.1322509469984247,0.1882981465202262,0.2178897331384456,1.637359853456629,0.1584102001023569,0.360804405560319,0.2329502201396291
semisynthetic_true_phi10,0,250,10,raw_x,econml_dml,True,none,0.1334276795387268,0.0315802447626368,0.0897189091284095,True,242,0.08481841,0.13307382,0.0315802447626368,0.7442727595790564,0.760205495897149,5.712659983700044,-0.0173031101164205,0.0289754755052932,0.101765200950815
semisynthetic_true_phi10,0,500,10,encoder_pred,econml_dml,True,none,0.0344794392585754,0.0454229368707963,0.0476980994046664,True,10,0.08481841,0.13307382,0.0454229368707963,0.1200296962638343,0.1716666121399352,1.2900103866676635,0.131421683980391,0.1791303274063545,0.2406632914624186
semisynthetic_true_phi10,0,500,10,mi_mine_cond,econml_dml,True,none,0.0344794392585754,0.0571899021164238,0.0604276294858255,True,10,0.08481841,0.13307382,0.0571899021164238,0.1166548617839907,0.147592611618359,1.1091032764594142,0.3316460813471234,0.4525929397247065,0.4838407612000948
semisynthetic_true_phi10,0,500,10,mi_infonce_cond,econml_dml,True,none,0.0344794392585754,0.0338442674021515,0.0305263348989571,True,10,0.08481841,0.13307382,0.0338442674021515,0.1534342549981598,0.1887741664673476,1.418567259187835,0.2011302827889395,0.2172334310587748,0.339910724242616
semisynthetic_true_phi10,0,500,10,autoencoder,econml_dml,True,none,0.0344794392585754,0.0320850472359569,0.0238192989314466,True,10,0.08481841,0.13307382,0.0320850472359569,0.1853996424899561,0.2155501122634729,1.6197784776028374,0.1702472539144167,0.2489081332347338,0.2703264321492321
semisynthetic_true_phi10,0,500,10,pls,econml_dml,True,none,0.0344794392585754,0.0478945847562571,0.0458632821220305,True,10,0.08481841,0.13307382,0.0478945847562571,0.146960050882305,0.1661897187204095,1.2488535809860757,0.3336543035818244,0.4144423095518416,0.4143857053396762
semisynthetic_true_phi10,0,500,10,pca,econml_dml,True,none,0.0344794392585754,0.0245728019752224,0.0212263976461192,True,10,0.08481841,0.13307382,0.0245728019752224,0.1580843924349608,0.2016139786850851,1.5150536458955888,0.1350164492548728,0.0734004405404331,0.2284835998759279
semisynthetic_true_phi10,0,500,10,ica,econml_dml,True,none,0.0344794392585754,0.0299566298017412,0.020623574229969,True,10,0.08481841,0.13307382,0.0299566298017412,0.1303538666683142,0.1774249730269365,1.3332823150980864,0.1796010361154464,0.1444928862671935,0.2377928243063712
semisynthetic_true_phi10,0,500,10,raw_x,econml_dml,True,none,0.0344794392585754,0.0214961863803626,0.0238724608526515,True,260,0.08481841,0.13307382,0.0214961863803626,0.5613889780646989,0.5686265607255514,4.273015936687367,0.0906201146017072,0.1982109991580787,0.1855313252622385
semisynthetic_true_phi10,0,750,10,encoder_pred,econml_dml,True,none,0.1015726923942565,0.0992124835389144,0.1000652666562417,True,10,0.08481841,0.13307382,0.0992124835389144,0.1286050029411344,0.1431249815118773,1.075530707109397,0.4081556412814492,0.5557656453064819,0.5496494714191963
semisynthetic_true_phi10,0,750,10,mi_mine_cond,econml_dml,True,none,0.1015726923942565,0.1292251000007653,0.1261156829220468,True,10,0.08481841,0.13307382,0.1292251000007653,0.1531877670263803,0.1593650617968223,1.1975688366369854,0.4353598346010493,0.6387180989904709,0.5504051279250978
semisynthetic_true_phi10,0,750,10,mi_infonce_cond,econml_dml,True,none,0.1015726923942565,0.1000221772708897,0.0966662696692357,True,10,0.08481841,0.13307382,0.1000221772708897,0.1144261962195643,0.146817047597967,1.1032752029082458,0.3112177052790881,0.4637565765751211,0.5269011937620661
semisynthetic_true_phi10,0,750,10,autoencoder,econml_dml,True,none,0.1015726923942565,0.1184150124229657,0.1174676776866129,True,10,0.08481841,0.13307382,0.1184150124229657,0.1337887343809034,0.1821135911985721,1.3685155271078768,0.1003000436262322,0.2496499569516632,0.1541301153291759
semisynthetic_true_phi10,0,750,10,pls,econml_dml,True,none,0.1015726923942565,0.1090484860067641,0.1051377407900443,True,10,0.08481841,0.13307382,0.1090484860067641,0.1174677160878384,0.137777564934355,1.0353468714709353,0.4193912557860513,0.6190556382645882,0.514835851869983
semisynthetic_true_phi10,0,750,10,pca,econml_dml,True,none,0.1015726923942565,0.1193153875200052,0.1174321126517598,True,10,0.08481841,0.13307382,0.1193153875200052,0.1335266981505253,0.1684787534972275,1.2660548212315088,0.2347632336039221,0.4954203422865609,0.3458088893845213
semisynthetic_true_phi10,0,750,10,ica,econml_dml,True,none,0.1015726923942565,0.1165468766668223,0.1152564842725985,True,10,0.08481841,0.13307382,0.1165468766668223,0.1214831827535396,0.1612754054234633,1.2119243545198832,0.230843698119138,0.4816342808535861,0.3327120948053819
